Year,ID,Please indicate your graduation status.,Please provide your year of enrollment (graduation year for graduates),Are you currently employed?,Are you pursuing a major other than Library and Information Science(LIS)?,Did you have a career goal when you entered school?,What is your intended career path at the time of admission?,Do you currently have a career goal?,What career path do you intend to pursue currently?,Why aren't you currently pursuing a career path?,"If your career aspirations have changed since you entered school, what prompted the change?",What influenced your career aspirations then and now?,What are your usual career concerns?,How do you usually approach concerns regarding your career?,What are your favorite topics in the library and information science curriculum?,Describe any supplementary courses you'd wish to be introduced within the Department of LIS,What are the benefits of a multidisciplinary major?,What are the disadvantages of a multidisciplinary major?,Do you believe that obtaining a multidisciplinary major will enhance your employment prospects?,Did you choose a multidisciplinary major during your undergraduate program?,What multidisciplinary major have you chosen?,"If you've designed your own major(self-design major) or pursued multiple majors, please provide a list of all the majors included in your program.",What influenced your decision to pursue this multidisciplinary major?,What are some of the challenges and issues you faced while completing a multidisciplinary program?,What influenced your choice to not complete a multidisciplinary major?,How do you usually get information about employment?,Did you feel that information within the department was adequately shared about employment opportunities (when you were an undergraduate student),What is your preferred method of sharing information about employment within your department?,What career enrichment programs do you think are needed in the LIS?,What career-related programs do you think are needed in the LIS?,Please write any desired career-related programs in LIS that were not mentioned in the above options.,How do you think we should communicate with undergraduate students and alumni?,What career paths do you think are available to a LIS major?,Please write any possible career paths for LIS majors that aren't mentioned in the above options.,What field of work are you currently in or aiming for?,What type of library do you work in or want to work in?,What is your desired/current specific occupation?,What is your desired/current job area?,Please write in any additional desired or current career field.,What annual salary range are you hoping for or currently earning?,How long do you expect/did it take to become prepared for employment?,Are you currently taking any steps to prepare for your desired career path and future employment?,What specific activities or preparations are you currently undertaking/did you previously engage in to position yourself for your desired career path?,What has stopped you from pursuing your desired career path?,What was the toughest hurdle you faced while getting prepared for your job/career field?,What is the most important value for you when choosing a career path after getting a job?,What is your second most important value when choosing a career path?,What is your third most important value when choosing a career path?,Did your work values change after starting your job/career?,What has become the most important factor for you when considering career paths after gaining work experience?,What has become the second most important factor for you when considering career paths after gaining work experience?,What has become the third most important factor for you when considering career paths after gaining work experience?,How satisfied are you with your current job?,Would you recommend your current workplace to undergraduate students in the LIS?,"Are you considering going to graduate school, or have you already attended?",Which graduate school do you want to attend or have you attended?,"When do you plan to start graduate school, or when did you actually start your studies?",What is the purpose of attending graduate school?,What were some of the challenges you faced while getting ready for graduate school?,Why haven't you thought about attending graduate school?,Do you plan to go to graduate school in the future?,What graduate school are you interested in attending in the future?
2021,20210306,Workers,2020,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Library management,Deeper data analysis,Interdisciplinary opportunities;Expand your career options,Credit burden;Time burden (possible extra semester),Agree,No,N/A,N/A,N/A,N/A,Didn't have time to pursue other majors because of a teaching major,E,Neither agree nor disagree,E,Other,N/Q,N/Q,Meet with current students/alumni face-to-face,Librarians;Data specialist,N/R,Librarians,School libraries,N/A,N/A,N/A,N/R,1 year,Yes,Earn certifications;Volunteer activity;Language preparation;Practical exercise/Internship;Extracurricular activities (clubs/sororities/societies/studies/etc.);External activities (supporters/societies/clubs/studies/etc.),N/Q,Lack of employment information;Psychological pressure;Lack of employment opportunities,Aptitude and interest,Job security,Self-realization,No,N/A,N/A,N/A,Satisfied,Agree,No,N/A,N/A,N/A,N/A,Lack of information about graduate school,Yes,LIS in same university as undergraduate;LIS in other university as undergraduate
2021,20210307,Workers,2020,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Library management,N/R,Interdisciplinary opportunities;Expand your career options,Workload burden;Time burden (possible extra semester),Neither agree nor disagree,No,N/A,N/A,N/A,N/A,Other,E,Neither agree nor disagree,E,N/R,N/Q,N/Q,"LIS group chatting;Meet with current students/alumni non-face-to-face (ZOOM, etc.);Meet with current students/alumni face-to-face;Everytime(student online community)",Librarians;Data specialist,N/R,Librarians,Public libraries,N/A,N/A,N/A,N/R,Within 1 year,Yes,Earn certifications;Language preparation;Extracurricular activities (clubs/sororities/societies/studies/etc.),N/Q,Financial hardship;Psychological pressure;Lack of employment opportunities,Job security,Work-Life balance,Aptitude and interest,Yes,Aptitude and interest,Salary,Organizational culture,Satisfied,Agree,No,N/A,N/A,N/A,N/A,Not interested in research;High tuition fees,No,N/A
2021,20210308,Workers,2015,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Science,Reading,Interdisciplinary opportunities;Expand your career options;Expand your connections,Credit burden;Workload burden;Time burden (possible extra semester),Strongly agree,No,N/A,N/A,N/A,N/A,Concerned about running out of time to complete a multidisciplinary major,E,Neither agree nor disagree,E,Mentoring from department seniors and incumbents,N/Q,N/Q,LIS group chatting;Everytime(student online community),Librarians;Data specialist;Archivist;Developers (programmers),N/R,Librarians,Public libraries,N/A,N/A,N/A,Over 25 million won and under 30 million won,Within 1 year,No,N/A,E,Financial hardship;Social awareness,Self-realization,Aptitude and interest,Work-Life balance,Yes,Aptitude and interest,Organizational culture,Work-Life balance,Satisfied,Strongly disagree,Yes,Other department in other university as undergraduate,1 year after graduation but less than 2 years,Get ready for work;Self-development;Strengthening of expertise,N/Q,N/A,N/A,N/A
2021,20210309,Workers,2018,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Science,Programming (R/Python/SQL),Interdisciplinary opportunities,Credit burden;Workload burden,Agree,No,N/A,N/A,N/A,N/A,Concerned about running out of time to complete a multidisciplinary major,E,Agree,E,Other,N/Q,N/Q,"Meet with current students/alumni non-face-to-face (ZOOM, etc.);Meet with current students/alumni face-to-face;LIS website",Librarians,N/R,Private enterprise,N/A,IT/Internet,N/A,N/A,Over 35 million won and under 40 million won,Within 1 year,Yes,Grades;Earn certifications,N/Q,Financial hardship;Lack of employment information,Aptitude and interest,Organizational culture,Salary,Yes,Aptitude and interest,Organizational culture,Salary,Very satisfied,Strongly agree,No,N/A,N/A,N/A,N/A,Lack of information about graduate school,No,N/A
2021,20210310,Workers,2020,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Science,N/R,Expand your career options,Workload burden;Time burden (possible extra semester),Strongly agree,No,N/A,N/A,N/A,N/A,Other,E,Strongly disagree,E,N/R,N/Q,N/Q,Meet with current students/alumni face-to-face,Librarians;Teacher librarians;Archivist,N/R,Private enterprise,N/A,IT/Internet,N/A,N/A,Over 45 million won and under 50 million won,2 years,Yes,Grades;Earn certifications;Language preparation;Practical exercise/Internship;Extracurricular activities (clubs/sororities/societies/studies/etc.);External activities (supporters/societies/clubs/studies/etc.),N/Q,Psychological pressure;Lack of employment opportunities,Aptitude and interest,Salary,Self-realization,No,N/A,N/A,N/A,Very satisfied,Agree,Yes,Other department in other university as undergraduate,1 year after graduation but less than 2 years,Self-development;Strengthening of expertise,N/Q,N/A,N/A,N/A
2021,20210311,Workers,2018,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Classification and cataloging,Deeper data analysis,Interdisciplinary opportunities;Expand your career options,Credit burden,Agree,Yes,Multi major-School of Business Administration,N/A,To fulfill career requirements;To broaden your job search,Nothing,N/A,E,Neither agree nor disagree,E,N/R,N/Q,N/Q,Meet with current students/alumni face-to-face,Other,N/R,Private enterprise,N/A,Distribution/Sales,N/A,N/A,Over 30 million won and under 35 million won,1 year,Yes,Earn certifications;Volunteer activity;External activities (supporters/societies/clubs/studies/etc.),N/Q,Psychological pressure,Salary,Society perception,Job security,Yes,Aptitude and interest,Organizational culture,Work-Life balance,Neutral,Neither agree nor disagree,No,N/A,N/A,N/A,N/A,Not interested in research,No,N/A
2021,20210312,Workers,2020,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Science,Programming (R/Python/SQL),Interdisciplinary opportunities;Expand your career options,Credit burden;Workload burden;Time burden (possible extra semester),Strongly agree,No,N/A,N/A,N/A,N/A,Didn't have the opportunity due to the high grades cutoff for your desired multidisciplinary major,E,Strongly disagree,E,Mentoring from department seniors and incumbents,N/Q,N/Q,Meet with current students/alumni face-to-face;LIS website,Various,N/R,Private enterprise,N/A,IT/Internet,N/A,N/A,Over 20 million won and under 25 million won,1 year,Yes,Earn certifications;Practical exercise/Internship,N/Q,Financial hardship;Psychological pressure;Lack of employment opportunities,Salary,Aptitude and interest,Job security,Yes,Aptitude and interest,Salary,Job security,Neutral,Neither agree nor disagree,No,N/A,N/A,N/A,N/A,Not interested in research;High tuition fees;Lack of information about graduate school,Yes,LIS in same university as undergraduate;Other department in same university as undergraduate;Other department in other university as undergraduate
2021,20210313,Workers,2020,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Science,Programming (R/Python/SQL),Expand your career options;Expand your connections,Time burden (possible extra semester),Strongly agree,Yes,Convergence major-Cultural Content,N/A,Related to my interests and aptitudes,Difficulty organizing timetables;Lack of information,N/A,E,Strongly disagree,E,Other,N/Q,N/Q,LIS group chatting,Librarians;Other,N/R,Private enterprise,N/A,Management/Office,N/A,N/A,N/R,1 year,Yes,Earn certifications;Practical exercise/Internship,N/Q,Lack of employment information;Psychological pressure;Lack of employment opportunities,Aptitude and interest,Salary,Society perception,No,N/A,N/A,N/A,Satisfied,Neither agree nor disagree,No,N/A,N/A,N/A,N/A,Other,No,N/A
2021,20210314,Workers,2016,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Science,Programming (R/Python/SQL),Expand your career options,Credit burden;Workload burden,Neither agree nor disagree,No,N/A,N/A,N/A,N/A,No interest or need for a multidisciplinary major,E,Neither agree nor disagree,E,Other,N/Q,N/Q,LIS group chatting;Meet with current students/alumni face-to-face,Various,N/R,Private enterprise,N/A,IT/Internet,N/A,N/A,Over 50 million won and under 55 million won,Within 1 year,Yes,Practical exercise/Internship;External activities (supporters/societies/clubs/studies/etc.),N/Q,Lack of employment information,Salary,Organizational culture,Self-realization,No,N/A,N/A,N/A,Neutral,Strongly agree,Yes,LIS in same university as undergraduate,Immediately after graduation,Self-development;Strengthening of expertise,N/Q,N/A,N/A,N/A
2021,20210315,Workers,2020,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Library management,Other,Expand your career options;Expand your connections,Workload burden;Time burden (possible extra semester),Strongly agree,Yes,Multi major-Department of Public Service,N/A,To fulfill career requirements,Burden of amount of studies,N/A,E,Strongly disagree,E,Mentoring from department seniors and incumbents,N/Q,N/Q,"LIS group chatting;Meet with current students/alumni non-face-to-face (ZOOM, etc.);Meet with current students/alumni face-to-face",Librarians;Other,N/R,Librarians,University libraries,N/A,N/A,N/A,Over 35 million won and under 40 million won,Other,Yes,Language preparation;Practical exercise/Internship,N/Q,Lack of employment information;Psychological pressure,Job security,Organizational culture,Salary,No,N/A,N/A,N/A,Very satisfied,Strongly agree,No,N/A,N/A,N/A,N/A,Lack of information about graduate school,Yes,LIS in same university as undergraduate;LIS in other university as undergraduate
2021,20210316,Workers,2020,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Classification and cataloging,Practical exercise,Other,Weakened expertise,Strongly agree,Yes,Convergence major-Cultural Content,N/A,Don't want to choose an advanced majors;To fulfill career requirements,Other,N/A,E,Neither agree nor disagree,E,Institutional/Academic/Employment Linkage Programs (Practicum/Internship);Conferences/Studies,N/Q,N/Q,"LIS group chatting;Meet with current students/alumni non-face-to-face (ZOOM, etc.);Meet with current students/alumni face-to-face",Librarians;Other,N/R,Librarians,Public libraries,N/A,N/A,N/A,Over 20 million won and under 25 million won,1 year,Yes,Earn certifications;Volunteer activity;Practical exercise/Internship;Extracurricular activities (clubs/sororities/societies/studies/etc.);External activities (supporters/societies/clubs/studies/etc.),N/Q,Lack of employment opportunities,Aptitude and interest,Job security,Work-Life balance,Yes,Salary,Work-Life balance,Organizational culture,Neutral,Neither agree nor disagree,No,N/A,N/A,N/A,N/A,Other,Yes,LIS in same university as undergraduate
2021,20210317,Workers,2020,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Information Science,Information Science,Expand your career options,Time burden (possible extra semester),Agree,Yes,Multi major-Department of History,N/A,Other,Lack of information,N/A,E,Neither agree nor disagree,E,Mentoring from department seniors and incumbents,N/Q,N/Q,"Meet with current students/alumni non-face-to-face (ZOOM, etc.);Meet with current students/alumni face-to-face",Librarians;Data specialist;Other,N/R,Private enterprise,N/A,Sales/Customer Service,N/A,N/A,Over 35 million won and under 40 million won,1 year,Yes,Earn certifications;Language preparation;Practical exercise/Internship,N/Q,Financial hardship;Lack of employment information;Psychological pressure;Lack of employment opportunities,Salary,Job security,Work-Life balance,Yes,Work-Life balance,Salary,Organizational culture,Neutral,Disagree,No,N/A,N/A,N/A,N/A,High tuition fees,Yes,Other department in other university as undergraduate
2022,20220301,Workers,2021,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Bibliography,Practical exercise,Interdisciplinary opportunities;Expand your career options,Workload burden,Neither agree nor disagree,Yes,Multi major-Department of History,N/A,Related to my interests and aptitudes;Don't want to choose an advanced majors,Difficulty organizing timetables,N/A,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);Government job sites (e.g. WorkNet, WorldJob, etc.);Internet portal sites (e.g. Google, Naver, etc.);The University's Career Center (e.g. Rainbow System);Job fairs at corporate/government and related organizations",Neither agree nor disagree,Lectures about career,Mentoring from department seniors and incumbents;Talk/meet with a professor;Institutional/Academic/Employment Linkage Programs (Practicum/Internship);Job fairs and career consulting;Personnel guest lectures,Career-related roadmaps;Book recommendations about career;Career Exploration Program,N/R,Meet with current students/alumni face-to-face;LIS website,Librarians;Teacher librarians;Publishing;Archivist;Universities(Professor or Staff);Journalist;Private enterprise;Public enterprise;Government employees (except librarians),N/R,Private enterprise,N/A,Management/Office;Distribution/Sales,N/A,N/A,N/R,Within 1 year,Yes,Grades;Earn certifications;Volunteer activity;Language preparation;Practical exercise/Internship;External activities (supporters/societies/clubs/studies/etc.),N/A,Lack of employment information;Psychological pressure;Lack of employment opportunities,Job security,Salary,Aptitude and interest,Yes,Work-Life balance,Salary,Job security,Satisfied,Agree,No,N/A,N/A,N/A,N/A,Not interested in research,Yes,Other department in same university as undergraduate
2022,20220302,Workers,2020,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Library management,N/R,Expand your career options,Credit burden;Workload burden,Neither agree nor disagree,No,N/A,N/A,N/A,N/A,No interest or need for a multidisciplinary major,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);Internet portal sites (e.g. Google, Naver, etc.)",Disagree,LIS website;Regular meetings between alumni and current students,Mentoring from department seniors and incumbents;Talk/meet with a professor;Institutional/Academic/Employment Linkage Programs (Practicum/Internship),Career-related roadmaps;Career Exploration Program,N/R,"LIS group chatting;Meet with current students/alumni non-face-to-face (ZOOM, etc.);LIS website",Librarians;Teacher librarians;Publishing;Archivist;Universities(Professor or Staff);Government employees (except librarians),N/R,Librarians,Public libraries,N/A,N/A,N/A,N/R,1 year,Yes,Earn certifications;Practical exercise/Internship,N/A,Psychological pressure;Lack of employment opportunities,Aptitude and interest,Job security,Salary,No,N/A,N/A,N/A,Satisfied,Agree,No,N/A,N/A,N/A,N/A,Not interested in research,Yes,LIS in same university as undergraduate
2022,20220303,Workers,2020,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Library management,N/R,Interdisciplinary opportunities,Workload burden,Strongly agree,Yes,Multi major-Department of Public Service,N/A,Related to my interests and aptitudes;To broaden your job search,Burden of amount of studies;Difficulty signing up for a course;Difficulty organizing timetables,N/A,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);The University's Career Center (e.g. Rainbow System)",Neither agree nor disagree,LIS website;Regular meetings between alumni and current students,Mentoring from department seniors and incumbents;Talk/meet with a professor;Institutional/Academic/Employment Linkage Programs (Practicum/Internship),Career Exploration Program,N/R,"Meet with current students/alumni non-face-to-face (ZOOM, etc.);Meet with current students/alumni face-to-face",Librarians;Teacher librarians;Publishing;Archivist;Universities(Professor or Staff);Data specialist;Private enterprise;Public enterprise;Government employees (except librarians),Requires study that is unrelated to your major,Librarians,University libraries,N/A,N/A,N/A,Over 40 million won and under 45 million won,Within 1 year,Yes,Grades;Earn certifications;Language preparation;Practical exercise/Internship;Extracurricular activities (clubs/sororities/societies/studies/etc.),N/A,Lack of employment opportunities,Job security,Salary,Organizational culture,No,N/A,N/A,N/A,Very satisfied,Strongly agree,No,N/A,N/A,N/A,N/A,High tuition fees,Yes,LIS in same university as undergraduate
